digit_ratio,sensitive_word_count,domain_length,count_hyphens,url_length,num_params,count_dots,path_depth,status
0.0,0,19,0,37,0,3,1,0
0.2207792207792207,0,23,0,77,0,1,3,1
0.1507936507936507,3,50,1,126,3,4,2,1
0.0,0,11,0,18,0,2,0,0
0.0,0,15,2,55,0,2,2,0
0.0,1,24,1,32,0,3,0,1
0.0,0,12,0,19,0,2,0,0
0.2592592592592592,0,27,0,81,0,2,3,1
0.0,0,34,0,42,0,2,0,0
0.0769230769230769,0,10,10,104,0,1,3,0
0.0,0,22,0,56,0,3,2,0
0.1860465116279069,0,16,3,43,0,2,1,0
0.0120481927710843,0,14,9,83,0,1,1,0
0.064516129032258,0,10,0,31,0,2,1,1
0.0,0,16,0,25,0,2,0,0
0.0196078431372549,0,23,0,51,1,3,1,1
0.0,0,22,0,31,0,2,0,0
0.06,0,21,0,50,0,2,3,1
0.0,0,23,0,34,0,2,1,1
0.1481481481481481,0,19,0,27,0,2,0,0
0.0,0,14,2,63,0,3,4,0
0.0,0,16,4,66,0,2,2,0
0.1,0,11,0,40,0,2,3,1
0.0,0,16,3,48,0,1,2,0
0.0952380952380952,3,50,1,126,3,4,2,1
0.0,0,32,0,41,0,2,0,1
0.0,0,27,0,36,0,2,0,0
0.0,0,24,7,72,0,2,2,0
0.1617647058823529,3,42,0,68,0,4,2,1
0.3987730061349693,0,14,9,163,0,4,1,1
0.0,0,18,0,26,0,2,0,0
0.34375,0,17,0,64,0,2,2,1
0.25,0,28,0,36,0,4,0,1
0.0,0,14,0,61,0,2,4,1
0.2121212121212121,0,17,0,66,1,2,2,0
0.0,0,26,0,35,0,2,0,0
0.0,0,24,0,113,0,5,8,1
0.0,0,34,4,41,0,2,0,0
0.0,0,12,1,23,0,2,1,0
0.0,0,24,1,31,0,2,0,0
0.0,1,30,2,84,0,2,5,1
0.0,0,17,0,29,0,2,1,1
0.2959183673469387,0,26,2,98,0,2,6,1
0.0,0,8,0,15,0,1,0,0
0.0,0,22,0,65,0,2,2,0
0.0305343511450381,1,27,1,131,1,2,5,1
0.0,0,23,1,50,0,2,2,0
0.0,1,32,0,51,0,2,1,1
0.1333333333333333,0,11,0,45,0,3,3,0
0.270440251572327,0,14,0,159,2,2,6,1
0.2272727272727272,0,22,1,44,0,2,1,1
0.0776699029126213,0,19,1,103,1,3,1,1
0.0,0,20,0,46,0,4,3,1
0.0,0,16,0,45,0,2,2,0
0.0,0,26,0,51,0,3,2,1
0.0,0,19,0,38,0,3,2,1
0.2839506172839506,0,27,0,81,0,2,3,1
0.0,0,31,10,112,0,2,2,0
0.0,0,16,0,39,0,2,2,1
0.0808080808080808,0,15,2,99,0,2,5,1
0.0,0,27,1,45,0,2,1,0
0.0333333333333333,0,35,1,60,0,5,2,1
0.081081081081081,0,19,0,74,0,3,8,0
0.0,0,18,3,61,0,3,2,0
